label,voxel_count,volume_um3,centroid_z_px,centroid_y_px,centroid_x_px,centroid_z_um,centroid_y_um,centroid_x_um,bbox_z0_px,bbox_y0_px,bbox_x0_px,bbox_z1_px,bbox_y1_px,bbox_x1_px
570,257,127.65337278104838,3.614785992217899,174.4513618677043,226.53696498054475,5.4221789883268485,100.38719511775295,130.35960431269964,2,169,223,6,181,232
571,272,135.10395874103176,3.1801470588235294,175.34191176470588,245.58823529411765,4.770220588235294,100.89965776244236,141.32256596421172,2,169,241,6,184,251
573,331,164.40959685029966,3.1691842900302114,179.06948640483384,87.10271903323263,4.753776435045317,103.04467261763328,50.12283972599179,2,169,83,6,189,92
574,211,104.80490917043272,3.5165876777251186,174.59715639810426,139.92890995260663,5.274881516587678,100.47109187736359,80.52141660366884,2,170,136,6,181,146
575,279,138.58089885569066,3.4874551971326166,177.61290322580646,31.788530465949822,5.231182795698925,102.20648884977513,18.292556597018518,2,170,29,6,186,37
576,328,162.919479658303,3.399390243902439,180.8658536585366,187.3658536585366,5.099085365853659,104.0783834930884,107.8187771551352,2,171,183,6,191,194
578,258,128.15007851171393,3.6705426356589146,182.484496124031,79.60852713178295,5.505813953488372,105.00982349601995,45.810343127477196,2,175,75,6,191,85
579,471,233.94839914347776,3.6093418259023355,182.92781316348194,240.6263269639066,5.414012738853503,105.26492814904142,138.46725973806116,2,173,236,6,195,246
580,282,140.07101604768732,3.4148936170212765,182.56382978723406,144.56382978723406,5.122340425531915,105.05547567002482,83.18855887652045,2,175,140,6,192,150
581,342,169.8733598876208,3.789473684210526,178.85087719298247,2.7865497076023393,5.684210526315789,102.9188750006373,1.6035065946606397,2,169,0,7,191,9
